CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed
08990441-445W6,2014,441-445 HAWKINS AVE,04-08-2014,Nuisance,Closed Nuisance,05-08-2014,true
08990432W7,2014,432 HAWKINS AVE,04-08-2014,Nuisance,Closed Nuisance,05-13-2014,true
01383808W3,2014,3808 BAY MEADOWS CT,04-09-2014,Nuisance,Closed Nuisance,05-05-2014,true
01391145W,2014,1145 BAY MEADOWS DR,04-09-2014,Nuisance,Closed Nuisance,05-05-2014,true
08263948W,2014,3948 GRASSY CREEK DR,04-09-2014,Nuisance,Closed Nuisance,05-05-2014,true
10910933W,2014,933 KRISSY WAY,04-09-2014,Nuisance,Closed Nuisance,05-05-2014,true
02150912W,2014,912 BORDALLO DR,04-09-2014,Nuisance,Closed Nuisance,05-07-2014,true
19930958-960W3,2014,958-960 WARD DR,04-09-2014,Nuisance,Closed Nuisance,04-24-2014,true
19930954-956W5,2014,954-956 WARD DR,04-09-2014,Nuisance,Closed Nuisance,05-09-2014,true
26540892W3,2014,892 SPYGLASS LN,04-09-2014,Nuisance,Closed Nuisance,05-05-2014,true
21280135W3,2014,135 YORK ST,04-09-2014,Nuisance,Closed Nuisance,05-14-2014,true
02150925W,2014,925 BORDALLO DR,04-10-2014,Nuisance,Closed Nuisance,05-05-2014,true
10671690W3,2014,1690 KILKENNY DR,04-10-2014,Nuisance,Closed Nuisance,04-25-2014,true
18963401W5,2014,3401 TISHOFF CT,04-10-2014,Nuisance,Closed Nuisance,04-30-2014,true
17930204W10,2014,204 STATE ST,04-10-2014,Nuisance,Closed Nuisance,05-01-2014,true
20963338W4,2014,3338 WOOD VALLEY CT,04-10-2014,Nuisance,Closed Nuisance,05-01-2014,true
05410957W8,2014,957 DELAWARE AVE,04-10-2014,Nuisance,Closed Nuisance,04-25-2014,true
05410918W2,2014,918 DELAWARE AVE,04-10-2014,Nuisance,Closed Nuisance,04-28-2014,true
05410920W7,2014,920 DELAWARE AVE,04-10-2014,Nuisance,Closed Nuisance,04-28-2014,true
05230541W15,2014,541 DARBY CREEK RD,04-10-2014,Nuisance,Closed Nuisance,05-12-2014,true
26540896W2,2014,896 SPYGLASS LN,04-10-2014,Nuisance,Closed Nuisance,05-20-2014,true
07930117W8,2014,117 GLASS AVE,04-10-2014,Nuisance,Closed Nuisance,06-06-2014,true
15530328W2,2014,328 PURDUE PL,04-10-2014,Nuisance,Closed Nuisance,04-30-2014,true
15530300W3,2014,300 PURDUE PL,04-10-2014,Nuisance,Closed Nuisance,06-02-2014,true
07020442W3,2014,442 E FIFTH ST,04-10-2014,Nuisance,Closed Nuisance,04-11-2014,true
14200346W5,2014,346 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-14-2014,true
03910343W,2014,343 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
03910339W6,2014,339 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
20520342W2,2014,342 WILGUS AVE,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
14200333W3,2014,333 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
14200353W3,2014,353 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
14200436W5,2014,436 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
07020434W,2014,434 E FIFTH ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
07020424W,2014,424 E FIFTH ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
07020426W3,2014,426 E FIFTH ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
07020430W,2014,430 E FIFTH ST,04-10-2014,Nuisance,Closed Nuisance,04-21-2014,true
03910451W12,2014,451 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-23-2014,true
03910442W,2014,442 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-23-2014,true
03910424W4,2014,424 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-23-2014,true
03910408W2,2014,408 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-23-2014,true
14200335W5,2014,335 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-24-2014,true
07020268W2,2014,268 E FIFTH ST,04-10-2014,Nuisance,Closed Nuisance,04-23-2014,true
03910347W3,2014,347 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-28-2014,true
14200327W4,2014,327 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-28-2014,true
03910426-430W,2014,426-430 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,04-28-2014,true
14200457W,2014,457 OHIO ST,04-10-2014,Nuisance,Closed Nuisance,04-28-2014,true
20520338W4,2014,338 WILGUS AVE,04-10-2014,Nuisance,Closed Nuisance,05-13-2014,true
03910450W23,2014,450 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,05-19-2014,true
03910429W12,2014,429 CHESTNUT ST,04-10-2014,Nuisance,Closed Nuisance,07-08-2014,true
30561723W,2014,1723 FOXBOROUGH CIR,04-11-2014,Nuisance,Closed Nuisance,04-28-2014,true
10801980W,2014,1980 KINGTREE DR,04-11-2014,Nuisance,Closed Nuisance,04-28-2014,true
12040245W11,2014,245 E LOUDON AVE,04-11-2014,Nuisance,Closed Nuisance,04-30-2014,true
14981910W5,2014,1910 PICADILLY ST,04-14-2014,Nuisance,Closed Nuisance,05-08-2014,true
05470133W10,2014,133 DELMONT DR,04-14-2014,Nuisance,Closed Nuisance,05-12-2014,true
08650607W3,2014,607 HALIFAX DR,04-14-2014,Nuisance,Closed Nuisance,05-16-2014,true
08650615W6,2014,615 HALIFAX DR,04-14-2014,Nuisance,Closed Nuisance,05-16-2014,true
28590305W3,2014,305 TURFWAY DR,04-14-2014,Nuisance,Closed Nuisance,04-30-2014,true
00272300W,2014,2300 ALLEN DR,04-14-2014,Nuisance,Closed Nuisance,05-08-2014,true
14600425W13,2014,425 PARK AVE,04-14-2014,Nuisance,Closed Nuisance,05-01-2014,true
12670428W16,2014,428 E MAXWELL ST,04-14-2014,Nuisance,Closed Nuisance,05-01-2014,true
19700121W3,2014,121 VIRGINIA AVE,04-14-2014,Nuisance,Closed Nuisance,05-01-2014,true
06650504W4,2014,504 EUCLID AVE,04-14-2014,Nuisance,Closed Nuisance,05-02-2014,true
11670319W12,2014,319 S LIMESTONE,04-14-2014,Nuisance,Closed Nuisance,05-02-2014,true
15073400W2,2014,3400 PINAS BAY DR,04-14-2014,Nuisance,Closed Nuisance,05-02-2014,true
03550615W,2014,615 CECIL WAY,04-14-2014,Nuisance,Closed Nuisance,05-30-2014,true
04821043W11,2014,1043 CRESCENT AVE,04-14-2014,Nuisance,Closed Nuisance,05-13-2014,true
14760365W12,2014,365 PEACHTREE RD,04-14-2014,Nuisance,Closed Nuisance,04-30-2014,true
13650317W4,2014,317 MULBERRY DR,04-14-2014,Nuisance,Closed Nuisance,04-30-2014,true
17581104W2,2014,1104 SPENDTHRIFT RD,04-14-2014,Nuisance,Closed Nuisance,05-02-2014,true
07651109W2,2014,1109 GAINESWAY DR,04-14-2014,Nuisance,Closed Nuisance,05-13-2014,true
13800353W10,2014,353 NELSON AVE,04-14-2014,Nuisance,Closed Nuisance,04-30-2014,true
08730322W,2014,322 HAMPTON CT,04-14-2014,Nuisance,Closed Nuisance,05-01-2014,true
05100736W4,2014,736 DAKOTA ST,04-14-2014,Nuisance,Closed Nuisance,05-05-2014,true
07840655W10,2014,655 GEORGETOWN ST,04-15-2014,Nuisance,Closed Nuisance,04-22-2014,true
05460162W4,2014,162 DELMONT CT,04-15-2014,Nuisance,Closed Nuisance,05-07-2014,true
05460156W16,2014,156 DELMONT CT,04-15-2014,Nuisance,Closed Nuisance,05-07-2014,true
05470154W4,2014,154 DELMONT DR,04-15-2014,Nuisance,Closed Nuisance,05-07-2014,true
01640855W2,2014,855 BENNETT AVE,04-15-2014,Nuisance,Closed Nuisance,05-08-2014,true
07861725W5,2014,1725 GERALD DR,04-15-2014,Nuisance,Closed Nuisance,04-30-2014,true
16531690W4,2014,1690 RUSSELL CAVE RD,04-15-2014,Nuisance,Closed Nuisance,05-01-2014,true
08456166W,2014,6166 GREENWICH PIKE,04-15-2014,Nuisance,Closed Nuisance,05-02-2014,true
19930807W4,2014,807 WARD DR,04-15-2014,Nuisance,Closed Nuisance,05-20-2014,true
02600137W3,2014,137 BROWN AVE,04-15-2014,Nuisance,Closed Nuisance,04-30-2014,true
06393205W3,2014,3205 ELK LAKE CT,04-15-2014,Nuisance,Closed Nuisance,05-02-2014,true
08880527W2,2014,527 HARRY ST,04-15-2014,Nuisance,Closed Nuisance,04-21-2014,true
12430744W5,2014,744 MAPLE AVE,04-15-2014,Nuisance,Closed Nuisance,04-30-2014,true
16900171-173W15,2014,171-173 E SEVENTH ST,04-15-2014,Nuisance,Closed Nuisance,04-30-2014,true
13900229W6,2014,229 NEWCASTLE CT,04-16-2014,Nuisance,Closed Nuisance,05-19-2014,true
09793116W,2014,3116 HYDE PARK DR,04-16-2014,Nuisance,Closed Nuisance,05-08-2014,true
01221883W5,2014,1883 BARKSDALE DR,04-16-2014,Nuisance,Closed Nuisance,05-01-2014,true
20310105W12,2014,105 WESTWOOD DR,04-16-2014,Nuisance,Closed Nuisance,05-06-2014,true
26220224W,2014,224 FOREST HILL DR,04-16-2014,Nuisance,Closed Nuisance,05-05-2014,true
00483624W3,2014,3624 APPIAN WAY (AKA 3626 APPIAN WAY),04-16-2014,Nuisance,Closed Nuisance,04-30-2014,true
19243869W2,2014,3869 TROUT CT,04-16-2014,Nuisance,Closed Nuisance,05-05-2014,true
05100732W,2014,732 DAKOTA ST,04-16-2014,Nuisance,Closed Nuisance,05-01-2014,true
01980201W14,2014,201 BLUE GRASS AVE,04-16-2014,Nuisance,Closed Nuisance,06-04-2014,true
02290442W18,2014,442 BRADLEY CT,04-17-2014,Nuisance,Closed Nuisance,05-19-2014,true
08421972W3,2014,1972 GREENLEAF DR,04-17-2014,Nuisance,Closed Nuisance,05-02-2014,true
15620320W,2014,320 RADCLIFFE RD,04-17-2014,Nuisance,Closed Nuisance,05-02-2014,true
08830691W2,2014,691 HARR CIR,04-17-2014,Nuisance,Closed Nuisance,05-05-2014,true
04160580W4,2014,580 CLAYMONT DR,04-17-2014,Nuisance,Closed Nuisance,05-05-2014,true
07300220W3,2014,220 FOREST PARK RD,04-17-2014,Nuisance,Closed Nuisance,05-06-2014,true
16900857W3,2014,857 E SEVENTH ST,04-17-2014,Nuisance,Closed Nuisance,05-27-2014,true
32061637-1639W2,2014,1637-1639 MAYWICK VIEW LN (AKA 1637 MAYWICK),04-18-2014,Nuisance,Closed Nuisance,05-08-2014,true
00430630W3,2014,630 ANNISTON DR,04-18-2014,Nuisance,Closed Nuisance,05-05-2014,true
30070331W3,2014,331 SANTA ANITA CT,04-18-2014,Nuisance,Closed Nuisance,05-05-2014,true
19930837#CW,2014,837 WARD DR #C,04-18-2014,Nuisance,Closed Nuisance,05-19-2014,true
16330228W4,2014,228 ROSE ST,04-18-2014,Nuisance,Closed Nuisance,05-08-2014,true
00483668W,2014,3668 APPIAN WAY,04-18-2014,Nuisance,Closed Nuisance,05-07-2014,true
18391305W,2014,1305 SWOONALONG CT,04-18-2014,Nuisance,Closed Nuisance,05-16-2014,true
00483664W2,2014,3664 APPIAN WAY,04-18-2014,Nuisance,Closed Nuisance,05-28-2014,true
02593509W7,2014,3509 BROOKVIEW DR,04-18-2014,Nuisance,Closed Nuisance,06-23-2014,true
01980211W8,2014,211 BLUE GRASS AVE,04-18-2014,Nuisance,Closed Nuisance,05-07-2014,true
00231625W,2014,1625 ALEXANDRIA DR,04-21-2014,Nuisance,Closed Nuisance,05-28-2014,true
19930847W14,2014,847 WARD DR,04-21-2014,Nuisance,Closed Nuisance,05-06-2014,true
00272391W2,2014,2391 ALLEN DR,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
12501857W5,2014,1857 MARIETTA DR,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
10312079-2081W5,2014,2079-2081 LAVERNE CT,04-21-2014,Nuisance,Closed Nuisance,05-20-2014,true
00610218W14,2014,218 ARLINGTON AVE,04-21-2014,Nuisance,Closed Nuisance,05-08-2014,true
11602833W5,2014,2833 LIBERTY RD,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
14760305W4,2014,305 PEACHTREE RD,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
04960209W,2014,209 CROSSFIELD PL,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
43793041W5,2014,3041 OLD TODDS RD,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
04200390W5,2014,390 CLEARWOOD CT,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
21140687W5,2014,687 WOODWARD LN,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
03100819W2,2014,819 CAMPBELL LN,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
11602360W,2014,2360 LIBERTY RD,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
04960200W4,2014,200 CROSSFIELD PL,04-21-2014,Nuisance,Closed Nuisance,05-07-2014,true
03100816W7,2014,816 CAMPBELL LN,04-21-2014,Nuisance,Closed Nuisance,05-09-2014,true
11602364W5,2014,2364 LIBERTY RD,04-21-2014,Nuisance,Closed Nuisance,05-22-2014,true
03100812W8,2014,812 CAMPBELL LN,04-21-2014,Nuisance,Closed Nuisance,05-22-2014,true
03100828W4,2014,828 CAMPBELL LN,04-21-2014,Nuisance,Closed Nuisance,05-22-2014,true
20400348W,2014,348 WHITFIELD DR,04-21-2014,Nuisance,Closed Nuisance,05-09-2014,true
15080225W3,2014,225 PINDELL CT,04-21-2014,Nuisance,Closed Nuisance,05-09-2014,true
10071316W3,2014,1316 JANNELLE CT,04-21-2014,Nuisance,Closed Nuisance,05-13-2014,true
06080204W14,2014,204 EASTERN AVE,04-21-2014,Nuisance,Closed Nuisance,05-12-2014,true
05341925W4,2014,1925 DEAUVILLE DR,04-22-2014,Nuisance,Closed Nuisance,05-19-2014,true
07840841W2,2014,841 GEORGETOWN ST,04-22-2014,Nuisance,Closed Nuisance,05-19-2014,true
13900201W2,2014,201 NEWCASTLE CT,04-22-2014,Nuisance,Closed Nuisance,05-19-2014,true
00100607W3,2014,607 ADDISON AVE,04-22-2014,Nuisance,Closed Nuisance,05-09-2014,true
00100617W2,2014,617 ADDISON AVE,04-22-2014,Nuisance,Closed Nuisance,05-09-2014,true
05601210W,2014,1210 DEVONSHIRE AVE,04-22-2014,Nuisance,Closed Nuisance,05-09-2014,true
31170633W5,2014,633 GOLFVIEW DR,04-22-2014,Nuisance,Closed Nuisance,05-09-2014,true
31170639W6,2014,639 GOLFVIEW DR,04-22-2014,Nuisance,Closed Nuisance,05-09-2014,true
31170722W6,2014,722 GOLFVIEW DR,04-22-2014,Nuisance,Closed Nuisance,05-09-2014,true
00100700W2,2014,700 ADDISON AVE,04-22-2014,Nuisance,Closed Nuisance,05-16-2014,true
00100705W9,2014,705 ADDISON AVE,04-22-2014,Nuisance,Closed Nuisance,05-27-2014,true
12501851W,2014,1851 MARIETTA DR,04-22-2014,Nuisance,Closed Nuisance,05-07-2014,true
10590613W19,2014,613 KENT DR,04-22-2014,Nuisance,Closed Nuisance,05-23-2014,true
12130270W7,2014,270 LYNDHURST PL,04-22-2014,Nuisance,Closed Nuisance,05-08-2014,true
09290348W3,2014,348 E HIGH ST,04-22-2014,Nuisance,Closed Nuisance,05-13-2014,true
19440615W8,2014,615 N UPPER ST,04-22-2014,Nuisance,Closed Nuisance,05-07-2014,true
18790407W7,2014,407 E THIRD ST,04-22-2014,Nuisance,Closed Nuisance,05-23-2014,true
05781643W,2014,1643 DONELWAL DR,04-23-2014,Nuisance,Closed Nuisance,05-21-2014,true
31170645W4,2014,645 GOLFVIEW DR,04-23-2014,Nuisance,Closed Nuisance,05-27-2014,true
16773427W2,2014,3427 SAYBROOK RD,04-23-2014,Nuisance,Closed Nuisance,05-09-2014,true
16531586W3,2014,1586 RUSSELL CAVE RD,04-23-2014,Nuisance,Closed Nuisance,05-08-2014,true
17090351W,2014,351 SHERIDAN DR,04-23-2014,Nuisance,Closed Nuisance,05-12-2014,true
17740186W,2014,186 ST ANN DR,04-23-2014,Nuisance,Closed Nuisance,05-09-2014,true
04780931W,2014,931 CRAMER AVE,04-23-2014,Nuisance,Closed Nuisance,05-09-2014,true
19900210W4,2014,210 WALTON AVE,04-23-2014,Nuisance,Closed Nuisance,05-09-2014,true
19890675W16,2014,675 N MARTIN LUTHER KING BLVD,04-23-2014,Nuisance,Closed Nuisance,05-09-2014,true
03910455W21,2014,455 CHESTNUT ST,04-23-2014,Nuisance,Closed Nuisance,05-12-2014,true
11960201W5,2014,201 LONDONDERRY DR,04-24-2014,Nuisance,Closed Nuisance,05-12-2014,true
14090182W,2014,182 NORTHWOOD DR,04-24-2014,Nuisance,Closed Nuisance,05-12-2014,true
01290163W15,2014,163 BASSETT AVE,04-24-2014,Nuisance,Closed Nuisance,05-12-2014,true
21171662W7,2014,1662 WYATT PKWY,04-24-2014,Nuisance,Closed Nuisance,05-12-2014,true
17531131W2,2014,1131 SPARKS RD,04-24-2014,Nuisance,Closed Nuisance,05-12-2014,true
09651244W6,2014,1244 HOT SPRINGS CT,04-24-2014,Nuisance,Closed Nuisance,05-15-2014,true
06481030W,2014,1030 ELMENDORF DR,04-24-2014,Nuisance,Closed Nuisance,05-16-2014,true
02661322W8,2014,1322 BRYAN AVE,04-24-2014,Nuisance,Closed Nuisance,05-19-2014,true
34981100W3,2014,1100 BENJAMIN LN,04-25-2014,Nuisance,Closed Nuisance,05-13-2014,true
14631891W,2014,1891 PARKERS MILL RD,04-25-2014,Nuisance,Closed Nuisance,05-19-2014,true
06641484W4,2014,1484 ETAWAH DR,04-25-2014,Nuisance,Closed Nuisance,05-09-2014,true
05022035W2,2014,2035 CUMMINS CT,04-25-2014,Nuisance,Closed Nuisance,05-12-2014,true
14090130W7,2014,130 NORTHWOOD DR,04-25-2014,Nuisance,Closed Nuisance,05-12-2014,true
05341902W7,2014,1902 DEAUVILLE DR,04-25-2014,Nuisance,Closed Nuisance,05-13-2014,true
11850240W3,2014,240 LIVERPOOL RD,04-25-2014,Nuisance,Closed Nuisance,05-13-2014,true
19750141W4,2014,141 WABASH DR,04-25-2014,Nuisance,Closed Nuisance,05-14-2014,true
09651240W6,2014,1240 HOT SPRINGS CT,04-25-2014,Nuisance,Closed Nuisance,05-15-2014,true
10361172W3,2014,1172 KALONE WAY,04-25-2014,Nuisance,Closed Nuisance,06-02-2014,true
24934796W5,2014,4796 RHEMA WAY,04-28-2014,Nuisance,Closed Nuisance,05-16-2014,true
13390594W6,2014,594 MONTICELLO BLVD,04-28-2014,Nuisance,Closed Nuisance,05-22-2014,true
01511930W3,2014,1930 BEDINGER CT,04-28-2014,Nuisance,Closed Nuisance,05-13-2014,true
03171619W4,2014,1619 CANTERBURY CT,04-28-2014,Nuisance,Closed Nuisance,05-14-2014,true
12442400W4,2014,2400 MAPLEWOOD DR,04-28-2014,Nuisance,Closed Nuisance,05-15-2014,true
04503500W5,2014,3500 COLTNECK LN,04-28-2014,Nuisance,Closed Nuisance,05-16-2014,true
07073402W7,2014,3402 FLEETWOOD DR,04-28-2014,Nuisance,Closed Nuisance,05-16-2014,true
39994633W,2014,4633 MARCUS TRL,04-28-2014,Nuisance,Closed Nuisance,05-27-2014,true
00816366-6374W3,2014,6366-6374 ATHENS BOONESBORO RD (AKA 6360),04-28-2014,Nuisance,Closed Nuisance,06-04-2014,true
29430749W,2014,749 EMMETT CREEK LN,04-28-2014,Nuisance,Closed Nuisance,05-16-2014,true
12140884W5,2014,884 LYNN RD,04-29-2014,Nuisance,Closed Nuisance,06-18-2014,true
06190743W,2014,743 EDEN CT,04-29-2014,Nuisance,Closed Nuisance,05-13-2014,true
18811620W6,2014,1620 THIRLSTANE CT,04-29-2014,Nuisance,Closed Nuisance,05-14-2014,true
14660433W4,2014,433 PASADENA DR,04-29-2014,Nuisance,Closed Nuisance,05-13-2014,true
06650541W11,2014,541 EUCLID AVE,04-29-2014,Nuisance,Closed Nuisance,05-15-2014,true
10950219W5,2014,219 LACKAWANNA RD,04-29-2014,Nuisance,Closed Nuisance,05-14-2014,true
17502821W2,2014,2821 SOUTHVIEW DR,04-29-2014,Nuisance,Closed Nuisance,05-23-2014,true
11100718W3,2014,718 LAKEVIEW DR,04-29-2014,Nuisance,Closed Nuisance,05-19-2014,true
23183484W2,2014,3484 WOODSPRING DR,04-29-2014,Nuisance,Closed Nuisance,05-22-2014,true
02593515W,2014,3515 BROOKVIEW DR,04-29-2014,Nuisance,Closed Nuisance,07-09-2014,true
06600482W3,2014,482 ERIE RD,04-30-2014,Nuisance,Closed Nuisance,05-20-2014,true
05730462W2,2014,462 DOMINICAN DR,04-30-2014,Nuisance,Closed Nuisance,05-20-2014,true
05320920W3,2014,920 DE PORRES AVE,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
05320929W2,2014,929 DE PORRES AVE,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
05730477W2,2014,477 DOMINICAN DR,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
06300953W,2014,953 EFFIE RD,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
11960116W7,2014,116 LONDONDERRY DR,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
20050919W2,2014,919 WAVERLY DR,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
20050948W3,2014,948 WAVERLY DR,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
20050972W,2014,972 WAVERLY DR,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
20050968W4,2014,968 WAVERLY DR,04-30-2014,Nuisance,Closed Nuisance,06-19-2014,true
00430412W3,2014,412 ANNISTON DR,04-30-2014,Nuisance,Closed Nuisance,05-15-2014,true
04361885W7,2014,1885 COLCHESTER DR,04-30-2014,Nuisance,Closed Nuisance,05-15-2014,true
05342008W2,2014,2008 DEAUVILLE DR,04-30-2014,Nuisance,Closed Nuisance,05-15-2014,true
01560581W6,2014,581 BELLCASTLE RD,04-30-2014,Nuisance,Closed Nuisance,05-16-2014,true
08021938W,2014,1938 GLENGARRY WAY,04-30-2014,Nuisance,Closed Nuisance,05-16-2014,true
10680445W3,2014,445 KILPATRICK CT,04-30-2014,Nuisance,Closed Nuisance,05-16-2014,true
31582993W,2014,2993 MASTERS VIEW RD,04-30-2014,Nuisance,Closed Nuisance,05-16-2014,true
17661927W3,2014,1927 SPRING STATION DR,04-30-2014,Nuisance,Closed Nuisance,05-16-2014,true
07621531W,2014,1531 GAIDRY RD,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
00430608W3,2014,608 ANNISTON DR,04-30-2014,Nuisance,Closed Nuisance,05-30-2014,true
05220200W9,2014,200 DANTZLER CT,04-30-2014,Nuisance,Closed Nuisance,05-20-2014,true
13971423W20,2014,1423 NICHOLASVILLE RD,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
18591491W2,2014,1491 TATES CREEK RD,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
19840353W3,2014,353 WALLER AVE,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
20310115W9,2014,115 WESTWOOD DR,04-30-2014,Nuisance,Closed Nuisance,05-20-2014,true
17470115W2,2014,115 SOUTHLAND DR,04-30-2014,Nuisance,Closed Nuisance,05-16-2014,true
12670271W14,2014,271 E MAXWELL ST,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
26820856W5,2014,856 KINGSBURY RD,04-30-2014,Nuisance,Closed Nuisance,05-19-2014,true
17893021W,2014,3021 STANFORD DR,04-30-2014,Nuisance,Closed Nuisance,05-20-2014,true
05681363W5,2014,1363 DIX DR,04-30-2014,Nuisance,Closed Nuisance,05-22-2014,true
11960118W13,2014,118 LONDONDERRY DR,05-01-2014,Nuisance,Closed Nuisance,05-19-2014,true
15892539W,2014,2539 REGENCY RD,05-01-2014,Nuisance,Closed Nuisance,05-21-2014,true
18260800W26,2014,800 SUNSET DR,05-01-2014,Nuisance,Closed Nuisance,05-20-2014,true
21200433W,2014,433 YALE DR,05-01-2014,Nuisance,Closed Nuisance,05-23-2014,true
23113649W17,2014,3649 ARBOR DR,05-01-2014,Nuisance,Closed Nuisance,05-30-2014,true
17300122W6,2014,122 E SIXTH ST,05-01-2014,Nuisance,Closed Nuisance,05-19-2014,true
08370745W4,2014,745 GREENDALE RD,05-02-2014,Nuisance,Closed Nuisance,05-19-2014,true
07473417W,2014,3417 FRASERDALE DR,05-02-2014,Nuisance,Closed Nuisance,05-27-2014,true
18580127W5,2014,127 TARTAN DR,05-02-2014,Nuisance,Closed Nuisance,05-20-2014,true
12650941W2,2014,941 MASON HEADLEY RD,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
17661916W,2014,1916 SPRING STATION DR,05-02-2014,Nuisance,Closed Nuisance,05-16-2014,true
06001899W4,2014,1899 DUNKIRK DR,05-02-2014,Nuisance,Closed Nuisance,05-19-2014,true
16982421W5,2014,2421 SHANDON DR,05-02-2014,Nuisance,Closed Nuisance,06-05-2014,true
01831707W3,2014,1707 BILOXI CT,05-02-2014,Nuisance,Closed Nuisance,06-13-2014,true
16082957W2,2014,2957 RIO DOSA DR,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
34450230W2,2014,230 SIMBA WAY,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
43791345W3,2014,1345 OLD TODDS RD,05-02-2014,Nuisance,Closed Nuisance,05-22-2014,true
02103061W,2014,3061 BONANZA DR,05-02-2014,Nuisance,Closed Nuisance,05-29-2014,true
15033403W4,2014,3403 PIMLICO PKWY,05-02-2014,Nuisance,Closed Nuisance,05-07-2014,true
14482697W2,2014,2697 PADDOCK CT,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
17972706W,2014,2706 STETSON LN,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
01471427W8,2014,1427 BEAUFORT DR,05-02-2014,Nuisance,Closed Nuisance,05-28-2014,true
19171509W2,2014,1509 TRENT BLVD,05-02-2014,Nuisance,Closed Nuisance,06-09-2014,true
11660901W26,2014,901 N LIMESTONE,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
12430731W7,2014,731 MAPLE AVE,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
19890454W12,2014,454 N MARTIN LUTHER KING BLVD,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
06080202W5,2014,202 EASTERN AVE,05-02-2014,Nuisance,Closed Nuisance,05-21-2014,true
06080206W6,2014,206 EASTERN AVE,05-02-2014,Nuisance,Closed Nuisance,06-05-2014,true
15430496W2,2014,496 PRICE RD,05-05-2014,Nuisance,Closed Nuisance,05-19-2014,true
41822000W2,2014,2000 WILLIS DR,05-05-2014,Nuisance,Closed Nuisance,05-19-2014,true
07840863W2,2014,863 GEORGETOWN ST,05-05-2014,Nuisance,Closed Nuisance,05-19-2014,true
29811653W3,2014,1653 ATOMA DR,05-05-2014,Nuisance,Closed Nuisance,05-20-2014,true
