CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcel_id,lat,long
35200000W,2014,0 MOUSAS WAY,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,38018690,-84.4490369346774,38.0112286224665
34450000W2,2014,0 SIMBA WAY,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,19999840,-84.4480410763772,38.0104993829202
14482692W2,2014,2692 PADDOCK CT,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,16185310,-84.4607034015908,38.0023967961432
01471423W,2014,1423 BEAUFORT DR,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,11743700,-84.4770878589249,37.9731706388922
38510888W,2014,888 LAUDERDALE DR,05-02-2014,Nuisance,Invalid Nuisance,05-06-2014,true,38077230,-84.5102830377778,37.9535443545663
06470000SIGNS4,2014,0 ELM TREE LN,05-02-2014,Nuisance,Invalid Nuisance,05-02-2014,true,10896300,-84.482091343862,38.051019419786
14060150W4,2014,150 NORTHLAND DR,05-02-2014,Nuisance,Invalid Nuisance,05-02-2014,true,14091001,-84.4742760332624,38.063979801286
16490174W6,2014,174 RUGBY RD,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,16473200,-84.5403856439068,38.0529896598302
05470102W5,2014,102 DELMONT DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,26148200,-84.5279811225499,38.0500485854618
34592757W3,2014,2757 JACQUELYN LN,05-05-2014,Nuisance,Invalid Nuisance,05-07-2014,true,38004740,-84.5425031877749,38.0918420137305
06731973W10,2014,1973 FAIR OAKS DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,14227900,-84.5474318738774,38.0468473312894
07510606W2,2014,606 FREEMAN DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,21468000,-84.4585714050208,38.0844665292577
12501919W4,2014,1919 MARIETTA DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,15669300,-84.4380105664331,38.058877586408
26420217W,2014,217 PINEHURST CT,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,20093480,-84.4553466587467,38.0713183994949
16091881W5,2014,1881 RITTENHOUSE CT,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,13902000,-84.4798819395749,38.0908624551042
16960481W3,2014,481 SHAFTSBURY RD,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,12012300,-84.4598641022186,38.0568285205328
16982420W2,2014,2420 SHANDON DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,15000650,-84.4542890930103,38.0901915892301
03950324W5,2014,324 CHINOE RD,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,12244800,-84.4793831909047,38.0223878379277
28643008W4,2014,3008 CRAB APPLE CT,05-05-2014,Nuisance,Invalid Nuisance,05-07-2014,true,20140950,-84.5469453061446,38.0067050606608
40463173W,2014,3173 SCOTTISH TRCE,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,38119940,-84.4002049218421,38.0235766183427
20681312SIGNS,2014,1312 WINCHESTER RD,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,44057000,-84.4574805572459,38.0425547969222
17100300W,2014,300 SHERMAN AVE,05-05-2014,Nuisance,Invalid Nuisance,05-12-2014,true,42671000,-84.4710400835695,38.0329830920867
11600000W10,2014,0 LIBERTY RD,05-05-2014,Nuisance,Invalid Nuisance,06-10-2014,true,41540600,-84.4606944020947,38.034957722223
13572897W,2014,2897 MT MCKINLEY WAY,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,10276383,-84.4604625151303,37.9822031974544
18580105W,2014,105 TARTAN DR,05-05-2014,Nuisance,Invalid Nuisance,05-05-2014,true,20876800,-84.521216696798,37.9896493578706
17420213W,2014,213 SOUTHPOINT DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,24932226,-84.5311110431084,37.9650270027024
07651008W2,2014,1008 GAINESWAY DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,13618300,-84.491626268478,37.9879849260848
16113600W11,2014,3600 RIVER PARK DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,10310650,-84.4776371114344,37.9744638089146
16113628W6,2014,3628 RIVER PARK DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,15457550,-84.4786420372822,37.9728971528475
18751539W4,2014,1539 THAMES DR,05-05-2014,Nuisance,Invalid Nuisance,05-05-2014,true,15169575,-84.4786098007839,37.9715450873111
04913601W5,2014,3601 CROSBY DR,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,10446800,-84.4828046207263,37.9769320111305
17730447W,2014,447 SQUIRES RD,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,10032630,-84.4489511062943,37.9909770516459
28060512W4,2014,512 PLEASANT POINTE CT,05-05-2014,Nuisance,Invalid Nuisance,05-06-2014,true,10053130,-84.4538348643179,38.0045531555742
17190000W4,2014,0 SHROPSHIRE AVE,05-06-2014,Nuisance,Invalid Nuisance,05-06-2014,true,14563300,-84.4788544704349,38.0486408250387
06460437W5,2014,437 ELM ST,05-06-2014,Nuisance,Invalid Nuisance,05-08-2014,true,14885400,-84.5027945425052,38.0625644158362
00100625W3,2014,625 ADDISON AVE,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,25357100,-84.5264135917914,38.0402283447129
17250000W,2014,0 SILVERLEAF DR,05-06-2014,Nuisance,Invalid Nuisance,05-08-2014,true,16571400,-84.4447964992057,38.0599175392615
16940253W2,2014,253 SHADY LN,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,20755700,-84.5059542152899,38.0123230517009
19840126W8,2014,126 WALLER AVE,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,24654600,-84.5126840206779,38.028213984499
32783344W4,2014,3344 TYLER CT,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,19991150,-84.4226401162044,37.9997504165718
32740841W3,2014,841 BURKEWOOD DR,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,19989940,-84.4426279514044,38.0288820597992
32462232W,2014,2232 CORNERSTONE DR,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,38011880,-84.4424320384408,38.0292802597226
28470864W3,2014,864 EASTMONT RD,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,38012120,-84.441797564809,38.0294863970589
28470868W13,2014,868 EASTMONT RD,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,38012110,-84.4415432136848,38.0294230830053
32462229W3,2014,2229 CORNERSTONE DR,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,38011890,-84.4422322201154,38.029433658703
02600137W4,2014,137 BROWN AVE,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,42631650,-84.4574996762018,38.0401621077
19900218W8,2014,218 WALTON AVE,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,10163100,-84.4812472536525,38.0396341876295
39423736W2,2014,3736 WARGRAVE WALK,05-06-2014,Nuisance,Invalid Nuisance,05-08-2014,true,38098690,-84.3959146885466,37.9981615162002
20542102W6,2014,2102 WILL FANT DR,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,14258550,-84.4572759072634,38.024462070477
17420212W,2014,212 SOUTHPOINT DR,05-06-2014,Nuisance,Invalid Nuisance,05-06-2014,true,24426310,-84.5318012290825,37.9645530587376
16830517W6,2014,517 E SECOND ST,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,16002960,-84.4767996280464,38.0493762976679
02661401W7,2014,1401 BRYAN AVE,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,11942200,-84.4701166405229,38.0587340270378
03910624W,2014,624 CHESTNUT ST,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,17271100,-84.480806989209,38.0494960412678
17300401W5,2014,401 E SIXTH ST,05-06-2014,Nuisance,Invalid Nuisance,05-07-2014,true,12423225,-84.4811016129104,38.0494103726821
02421173W,2014,1173 BRIARWOOD DR,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,14753650,-84.5070880068811,38.0812861123607
10691178W6,2014,1178 KILRUSH DR,05-07-2014,Nuisance,Invalid Nuisance,05-12-2014,true,10122750,-84.5509628335115,38.0566435616767
14701045W,2014,1045 PATRICIA LN,05-07-2014,Nuisance,Invalid Nuisance,05-07-2014,true,43359500,-84.5097889020966,38.0906167148171
12650975W,2014,975 MASON HEADLEY RD,05-07-2014,Nuisance,Invalid Nuisance,05-09-2014,true,22999900,-84.5413357319042,38.0448021721471
26620896W,2014,896 OVERVIEW DR,05-07-2014,Nuisance,Invalid Nuisance,05-09-2014,true,20100640,-84.554989349633,37.9824963717583
06381562W,2014,1562 ELIZABETH ST,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,26637300,-84.514999933616,38.0243547124789
13511401W6,2014,1401 MOUNT DR,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,11526400,-84.4856355130589,38.0033625461313
41953120W,2014,3120 GLENGARTH PARK,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,38156190,-84.3950325370787,38.0236770389789
21012466W6,2014,2466 WOODHILL DR,05-07-2014,Nuisance,Invalid Nuisance,05-12-2014,true,15928725,-84.4493628813171,38.0153844972784
21012464W,2014,2464 WOODHILL DR,05-07-2014,Nuisance,Invalid Nuisance,05-12-2014,true,16320300,-84.4494226047531,38.0154233097892
15901024W2,2014,1024 REILUS CT,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,10005200,-84.4931793145594,37.9744734831045
04913725W7,2014,3725 CROSBY DR,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,10967440,-84.4863906320882,37.9710847730746
00483705W2,2014,3705 APPIAN WAY,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,10005370,-84.4919643547835,37.9746396567319
27161212W,2014,1212 YORKSHIRE CT,05-07-2014,Nuisance,Invalid Nuisance,05-13-2014,true,20110980,-84.4854361915363,37.9622876609283
07140736W9,2014,736 FLORIDA ST,05-07-2014,Nuisance,Invalid Nuisance,05-08-2014,true,10516600,-84.484449139624,38.0572334083969
16900310W5,2014,310 E SEVENTH ST,05-07-2014,Nuisance,Invalid Nuisance,05-12-2014,true,12344300,-84.4806648888758,38.0518778760402
25651760W3,2014,1760 JAGGIE FOX WAY,05-08-2014,Nuisance,Invalid Nuisance,05-08-2014,true,38107180,-84.5173490542185,38.0922713451359
08460458W7,2014,458 GREENWOOD AVE,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,14119400,-84.5051130328955,38.0693486699626
06001852W8,2014,1852 DUNKIRK DR,05-08-2014,Nuisance,Invalid Nuisance,05-12-2014,true,10155301,-84.5337299145904,38.0534796273957
02340940W4,2014,940 BRAVINGTON WAY,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,24351650,-84.5684344944457,37.9961535043635
14090312W,2014,312 NORTHWOOD DR,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,25821250,-84.465060818158,38.0632429776926
15022453W6,2014,2453 PIERSON DR,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,13088250,-84.4538910682095,38.0929805361338
17661995-1997W2,2014,1995-1997 SPRING STATION DR (AKA 1995),05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,10746901,-84.447482161491,38.0677153895832
04651202W,2014,1202 COOPER DR,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,14173800,-84.486833313837,38.0178550761182
10950127W,2014,127 LACKAWANNA RD,05-08-2014,Nuisance,Invalid Nuisance,05-08-2014,true,11561575,-84.5185715724041,38.0155720862225
18130165W,2014,165 SUBURBAN CT,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,20571200,-84.5197024800524,38.0198662218846
41953117W,2014,3117 GLENGARTH PARK,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,38156200,-84.3952759184915,38.0240699104941
01290129W6,2014,129 BASSETT AVE,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,47272000,-84.4772041490003,38.0306685572756
17420216W7,2014,216 SOUTHPOINT DR,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,23995910,-84.5315846498841,37.9644217436526
03640000W5,2014,0 CENTRE PKWY,05-08-2014,Nuisance,Invalid Nuisance,05-08-2014,true,15372900,-84.4800305160592,37.9795781097678
21853481W6,2014,3481 COLONNADE DR,05-08-2014,Nuisance,Invalid Nuisance,05-13-2014,true,10042680,-84.4706190988274,37.9713795149613
14451325W3,2014,1325 OX HILL DR,05-08-2014,Nuisance,Invalid Nuisance,05-13-2014,true,10010450,-84.4818004722998,37.9731810938798
16900710W26,2014,710 E SEVENTH ST,05-08-2014,Nuisance,Invalid Nuisance,05-09-2014,true,11597250,-84.4908853015699,38.0319622699247
11450000SIGNS30,2014,0 LEESTOWN RD,05-09-2014,Nuisance,Invalid Nuisance,05-09-2014,true,46930150,-84.527119513358,38.0687912080041
05830401SIGNS,2014,401 DOVER RD,05-09-2014,Nuisance,Invalid Nuisance,05-12-2014,true,20296400,-84.4648158754828,38.0710581332913
16000041W2,2014,41 RICHMOND AVE,05-09-2014,Nuisance,Invalid Nuisance,05-12-2014,true,46427400,-84.478806721806,38.0350536907765
09211260W8,2014,1260 HIALEIAH CT,05-09-2014,Nuisance,Invalid Nuisance,05-13-2014,true,14467500,-84.4812614716906,37.9769417132311
18800529W5,2014,529 W THIRD ST,05-09-2014,Nuisance,Invalid Nuisance,05-12-2014,true,16761650,-84.499467944648,38.0561674048286
10450000W4,2014,0 KEITHSHIRE WAY,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,38066950,-84.5437698955147,37.9938541606872
14080668W6,2014,668 NORTHSIDE DR,05-12-2014,Nuisance,Invalid Nuisance,05-14-2014,true,26764500,-84.4447959596814,38.0573572131282
17231717W14,2014,1717 SILVER LN,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,13489600,-84.4696645270278,38.0767186060711
18591106W4,2014,1106 TATES CREEK RD,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,16752200,-84.4914423842882,38.025164325499
33960000W,2014,0 WATER ST,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,20078940,-84.5960418089604,37.9930492959114
13970000SIGNS132,2014,0 NICHOLASVILLE RD,05-12-2014,Nuisance,Invalid Nuisance,05-12-2014,true,11302827,-84.5176645344633,38.0097562322892
13840000SIGNS38,2014,0 E NEW CIRCLE RD,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,25868700,-84.4552580057769,38.0491963166998
26220220W2,2014,220 FOREST HILL DR,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,19307310,-84.4204751781699,38.0054335809245
36882252W,2014,2252 SUNNINGDALE DR,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,38062640,-84.399888152991,38.0177007447687
29990712W,2014,712 PIONEER LN,05-12-2014,Nuisance,Invalid Nuisance,05-14-2014,true,19336620,-84.4653789441711,38.040124761601
21010000SIGNS6,2014,0 WOODHILL DR,05-12-2014,Nuisance,Invalid Nuisance,05-14-2014,true,15575035,-84.455207998114,38.0178354956084
03073809W2,2014,3809 CAMELOT DR,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,38219450,-84.5076435354881,37.9739010776694
15923644W4,2014,3644 REMORA DR,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,10003630,-84.4679829758008,37.9757945412323
10743601W2,2014,3601 KING ARTHUR DR,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,13551600,-84.5134265201878,37.9811789216888
22730000W2,2014,0 SARON DR,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,20071880,-84.4910022222754,37.9518974619325
18980116W,2014,116 E TIVERTON WAY,05-12-2014,Nuisance,Invalid Nuisance,05-14-2014,true,04020990,-84.5268444442238,37.979613109802
08590000W,2014,0 HABERSHAM DR,05-12-2014,Nuisance,Invalid Nuisance,05-14-2014,true,26896350,-84.520955172201,37.9764656520903
02850117W8,2014,117 BURNETT AVE,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,10586400,-84.47892879334,38.0584912705958
13840260SIGNS,2014,260 E NEW CIRCLE RD,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,12569625,-84.4754695941449,38.0693556586215
14800506W2,2014,506 PEMBERTON ST,05-12-2014,Nuisance,Invalid Nuisance,05-13-2014,true,12789900,-84.4824272296049,38.0471595384604
05250919W2,2014,919 DARLEY DR,05-12-2014,Nuisance,Invalid Nuisance,05-14-2014,true,16714700,-84.4670801491439,38.0521761263359
06470000SIGNS5,2014,0 ELM TREE LN,05-12-2014,Nuisance,Invalid Nuisance,05-16-2014,true,10896300,-84.482091343862,38.051019419786
40300915W6,2014,915 WINDING OAK TRL,05-13-2014,Nuisance,Invalid Nuisance,05-15-2014,true,38127120,-84.539218951799,38.1093399960516
14080402W,2014,402 NORTHSIDE DR,05-13-2014,Nuisance,Invalid Nuisance,05-14-2014,true,14749200,-84.4513595771341,38.0637458077318
13872025W25,2014,2025 NEW ORLEANS DR,05-13-2014,Nuisance,Invalid Nuisance,05-14-2014,true,17042000,-84.4326291731199,38.0528195485066
39514321W,2014,4321 TRADITION WAY,05-13-2014,Nuisance,Invalid Nuisance,05-13-2014,true,38099860,-84.4188929664886,37.9841183300142
04350000W11,2014,0 CODELL DR,05-13-2014,Nuisance,Invalid Nuisance,05-13-2014,true,38000020,-84.4485403543195,38.0094376484583
32420673W2,2014,673 SMUGGLERS NOTCH DR,05-13-2014,Nuisance,Invalid Nuisance,05-13-2014,true,19982980,-84.4393349626591,38.0194384480058
03641258W4,2014,1258 CENTRE PKWY,05-13-2014,Nuisance,Invalid Nuisance,05-13-2014,true,15372900,-84.4800305160592,37.9795781097678
30134454,2014,4454 TANGLE HURST LN,05-13-2014,Nuisance,Invalid Nuisance,05-14-2014,true,19342120,-84.5093232245076,37.958734771783
11910216W6,2014,216 LOCUST AVE,05-13-2014,Nuisance,Invalid Nuisance,05-14-2014,true,41550425,-84.4729569906896,38.0593508924752
19950846W3,2014,846 WARFIELD PL,05-13-2014,Nuisance,Invalid Nuisance,05-14-2014,true,13360125,-84.4717692494434,38.0517850766274
08371201W3,2014,1201 GREENDALE RD,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,38130380,-84.5295527895714,38.0967170082574
03740930W5,2014,930 CHARLES AVE,05-14-2014,Nuisance,Invalid Nuisance,05-19-2014,true,15514600,-84.5055961048597,38.0628435846182
18880424W15,2014,424 TIBBS LN,05-14-2014,Nuisance,Invalid Nuisance,05-19-2014,true,16471500,-84.508554643359,38.0689409974732
00100610W11,2014,610 ADDISON AVE,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,23033200,-84.525526097286,38.039277049839
00100611W7,2014,611 ADDISON AVE,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,26003275,-84.5253695259143,38.0397286213533
04890493W14,2014,493 CROMWELL WAY,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,23001303,-84.5478642311365,37.985322365457
11950676W2,2014,676 LOMBARDY DR,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,14878000,-84.4435245178418,38.0582100087659
16982420W3,2014,2420 SHANDON DR,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,15000650,-84.4542890930103,38.0901915892301
13840695W4,2014,695 E NEW CIRCLE RD,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,04021840,-84.4524772060113,38.0493799650823
15022440W2,2014,2440 PIERSON DR,05-14-2014,Nuisance,Invalid Nuisance,05-14-2014,true,14350300,-84.4539526325746,38.0920025917029
27820000SIGNS8,2014,0 OLD PARIS RD,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,27059000,-84.4691078047682,38.0669780337266
14820143W2,2014,143 PENMOKEN PARK,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,24031750,-84.518907792492,38.0176456668209
06650815W5,2014,815 EUCLID AVE,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,15501975,-84.4905755786475,38.0301647157974
09072343W3,2014,2343 HEATHER WAY,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,12164050,-84.5150907849354,38.0038657546291
13970000SIGNS133,2014,0 NICHOLASVILLE RD,05-14-2014,Nuisance,Invalid Nuisance,05-14-2014,true,11302827,-84.5176645344633,38.0097562322892
16360592W6,2014,592 ROSEMILL DR,05-14-2014,Nuisance,Invalid Nuisance,06-02-2014,true,20509700,-84.5324697415743,38.0209654546669
41384460W,2014,4460 TURTLE CREEK WAY,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,38144120,-84.4030322292748,37.9884546214996
14520000SIGNS10,2014,0 PALUMBO DR,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,10043640,-84.4390861585231,38.0137996764491
21010000SIGNS7,2014,0 WOODHILL DR,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,15575035,-84.455207998114,38.0178354956084
11600000SIGNS46,2014,0 LIBERTY RD,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,41540600,-84.4606944020947,38.034957722223
21140609W5,2014,609 WOODWARD LN,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,24441400,-84.443170620419,38.0215185998799
26870000W6,2014,0 PLEASANT RIDGE DR,05-14-2014,Nuisance,Invalid Nuisance,05-14-2014,true,20129320,-84.4045487297831,38.0055739670936
35200205W2,2014,205 MOUSAS WAY,05-14-2014,Nuisance,Invalid Nuisance,05-20-2014,true,38018450,-84.4500876114747,38.0109109252514
17100404W2,2014,404 SHERMAN AVE,05-14-2014,Nuisance,Invalid Nuisance,05-19-2014,true,45975200,-84.467664555906,38.0353346011683
26820865W,2014,865 KINGSBURY RD,05-14-2014,Nuisance,Invalid Nuisance,05-19-2014,true,20125860,-84.4387861281291,38.0282261762733
22650502W2,2014,502 WHISPERING HILLS DR,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,14986659,-84.5087295781536,37.9749091899567
18980240W,2014,240 E TIVERTON WAY,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,26075500,-84.5197597903654,37.977263764458
04913630W4,2014,3630 CROSBY DR,05-14-2014,Nuisance,Invalid Nuisance,05-15-2014,true,19989330,-84.4998345467001,37.9790467139834
23302253W,2014,2253 ABBEYWOOD RD,05-14-2014,Nuisance,Invalid Nuisance,05-22-2014,true,10035920,-84.4737381855438,37.9537964537466
12050196W,2014,196 W LOUDON AVE,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,12982200,-84.4793873415539,38.0548673060242
12040425W6,2014,425 E LOUDON AVE,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,16512500,-84.4745767514822,38.0516098646832
17040106W7,2014,106 SHEILA CT,05-14-2014,Nuisance,Invalid Nuisance,05-16-2014,true,10007020,-84.4891935541742,38.0551621161395
00992220W2,2014,2220 AZALEA DR,05-15-2014,Nuisance,Invalid Nuisance,05-16-2014,true,16259050,-84.5508702380367,38.021040827891
15620398W2,2014,398 RADCLIFFE RD,05-15-2014,Nuisance,Invalid Nuisance,05-16-2014,true,24697800,-84.5090889813486,38.0675160156307
02221876W2,2014,1876 BOWEN CT,05-15-2014,Nuisance,Invalid Nuisance,05-19-2014,true,11901000,-84.4697274960858,38.0875469015448
